name,bio,expertises,total_ratings,avarage_rating
Caroline Mudinutti Leveghin,"Compreendo que muitas vezes é difícil falar sobre nossas dores e vulnerabilidades, mas permita-me compartilhar com você que a maioria das pessoas que buscam ajuda terapêutica passa por essa mesma dificuldade.,  Entendo que a sua dor é única e especial, e quero que saiba que estou aqui para ouvi-lo e ajudá-lo a encontrar soluções e compreender melhor o que está sentindo. Minha abordagem é baseada em empatia e compreensão, e tenho muita experiência em ajudar pessoas a superarem conflitos emocionais e psicológicos. Gostaria de convidá-lo a dar o primeiro passo em sua jornada de cura e autoconhecimento, agendando uma sessão comigo para que possamos começar a trabalhar juntos. Acredite em si mesmo e na sua capacidade de superar essa dor, eu estou aqui para ajudá-lo., ,","Ansiedade, Casal, Casamento, Conflitos Amorosos, Conflitos Familiares, Depressão, Desenvolvimento Pessoal, Dor, Estresse, Família, Morte e Luto, Psicologia Clínica, Relacionamentos Afetivos, Incertezas quanto ao momento e futuro",2,5.0
Valeria Monteiro,"Psicologa clinica com abordagem em Psicologia Junguiana e Sistêmica.,  Meu trabalho tem um enfoque na história pessoal, familiar e social do paciente. Através desta análise poderemos juntos chegar a uma ajuda sólida no entendimento de conflitos ,sentimentos de ansiedade  e muitos outros transtornos que afetam  nossas vidas na atualidade. , Estou aqui pronta para acolher com amorosidade, a todos que precisam de ajuda e/ou querem desenvolver autoconhecimento., Então ,pronto para começar? Agende uma consulta para conversarmos !, ,","Acompanhamento psicológico de Gravidez, Acompanhamento psicológico de idosos, Adoção de Filhos, Ansiedade, Casamento, Compulsões, Conflitos Familiares, Depressão, Desenvolvimento Pessoal, Estresse, Fobias, Infância, Morte e Luto, Orientação de pais, Orientação Profissional, Orientação psicológica, Psicologia Clínica, Psicologia Jurídica, Relacionamentos Afetivos, Síndrome do Pânico, Violência Doméstica, Desenvolvimento de Competências Profissionais, Avaliação Psicológica",31,5.0
Mariana Fernanda da Silva,"Olá, seja bem-vindo , Fico feliz que você tenha chegado até aqui, sei que não é fácil enfrentar tudo isso sozinho(a) e procurar ajuda profissional é um grande passo de coragem e de amor próprio. Estou aqui para te ajudar neste processo, seja ele qual for! , , Me chamo Mariana, sou psicóloga clínica e atualmente atendo de forma on-line e presencial em Mirassol-SP. Minha abordagem de trabalho é a Gestalt-terapia, possuo formação em técnicas de gestalt terapia e em transtornos de ansiedade. , , Se você está passando por alguma situação difícil e precisa de atendimento psicológico, entre em contato comigo que eu farei o possível para te ajudar. ,","Ansiedade, Casal, Casamento, Compulsões, Conflitos Familiares, Depressão, Desenvolvimento Pessoal, Estresse, Família, Fobia Social, Fobias, Medos e Fobias, Psicologia Clínica, Relacionamentos Afetivos, Saúde Mental, TDAH (Transtorno de Déficit de Atenção e Hiperatividade), TOC (Transtorno Obsessivo Compulsivo), Transtorno Bipolar, Transtorno de Humor, Incertezas quanto ao momento e futuro, Sexualidade e identidade de gênero",82,3.658536585365854
Rita de Cássia Conceição Menezes de Lira,"Você se sente muito estressado? Angustiado? Fortes dores de cabeça? Mancha rocha no corpo? Insônia? Esses podem ser sintomas de ansiedade ou até mesmo de depressão, os sintomas podem ser muito variados, mas eu posso te ajudar a identificar e tratar junto com você para que consiga lidar melhor com esses sintomas. Além do bem estar para sua saúde mental.,  Sou psicóloga e psicanalista trabalho há algum tempo com pessoas das quais tem sintomas de ansiedade, além de outros tipos de questões mentais como problemas no trabalho, problemas no relacionamento, conflitos pessoais. Observo a redução desses sintomas, o tratamento psicanalítico acredita que a cura é pela fala, assim diria Sigmund Freud. A psicanálise trabalha numa perspectiva inconsciente que nós dá possibilidade dessas mudanças e até mesmo exclusão desses sintomas, logicamente com muito cuidado, atenção, resignificação e tempo. Você está se dedicando para melhorar sua saúde mental? , Se quiser saber um pouco mais sobre meu manejo de trabalho te convido para trilhar esse caminho da saúde mental junto a mim. Venha conversar, vamos juntos construir uma caminhada de autoconhecimento, estarei aguardando seu contato ansiosamente.,","Acompanhamento psicológico de idosos, Ansiedade, Conflitos Amorosos, Depressão, Estresse, Medos e Fobias, Morte e Luto, Psicologia Clínica, Saúde Mental, Síndrome do Pânico, Suicídio, Tanatologia, Violência Sexual, Quarentena e Isolamento Social, Sexualidade e identidade de gênero, Questões Raciais",0,0
Gizely de Oliveira Souza,"Minha missão é proporcionar uma melhor qualidade de vida, através do processo de autoconhecimento. Conhecer a si mesmo não é tão simples quanto se imagina, porém em um processo psicoterapêutico onde não há pré-conceitos ou julgamentos, e o principal objetivo é a compreensão da pessoa, só pode ter o sucesso como resultado., Atuo com a Terapia Cognitivo-Comportamental no processo de Autoconhecimento e no tratamento da Ansiedade, Depressão, Problemas de Relacionamento, Conflitos Amorosos, Orientação Profissional, entre outros., As sessões podem ser presenciais ou on-line. Facebook e Instagram: @GizelyOliveiraPsicologa,","Ansiedade, Casamento, Conflitos Amorosos, Conflitos Familiares, Depressão, Desenvolvimento Pessoal, Estresse, Família, Orientação Profissional, Orientação psicológica, Psicologia Clínica, Psicologia Organizacional, Relacionamentos Afetivos, Transtorno de Humor, Quarentena e Isolamento Social, Sexualidade e identidade de gênero, Adolescência",73,4.972602739726027
Amanda Castelo Branco,"Olá! Como você está se sentindo?, Seja bem vindo(a),, , Eu sou Amanda e dentre a minha diversidade, sou também psicóloga e amo cuidar de gente. Meu propósito aqui é te auxiliar na busca de sua melhor versão, na descoberta de novas perspectivas e ressignificados pra sua vida. Quero que você se reencontre, se redescubra. É preciso coragem para olhar dentro de si, e eu posso te ajudar. , , Atuo com uma abordagem chamada Terapia Cognitivo-Comportamental (TCC), ela explica que a forma que interpretamos os acontecimentos influenciam em nossos pensamentos e emoções, e estes modificam nosso comportamento. Isto é, não podemos mudar o que acontece em nossas vidas, mas podemos mudar a maneira que  lidamos com isso, e você não só pode, como também consegue lidar com o que enfrenta hoje., , Farei desse espaço um lugar de acolhimento e conexão. Através de uma escuta qualificada, empática e respeitosa, além de uma atuação baseada na ética e técnica profissional, pretendo te proporcionar uma ótima experiência. Livre de julgamentos e preconceitos, trabalharemos em competências necessárias para seu processo de autoconhecimento e amadurecimento emocional. Desejo que nossa relação seja de troca. , , É através da compreensão de seus sintomas que será possível o alívio do sofrimento. Desta forma, analisando as causas e quais as melhores formas de enfrentamento, é possível se tornar mais consciente, desenvolver uma mente positiva e construir uma vida mais saudável. Cuidar da saúde mental deve ser uma prioridade. Seja presente em sua própria vida!, , Que tal a gente marcar esse encontro comigo e CONSIGO? Para o agendamento de primeira sessão, solicito por favor que entre em contato comigo através do meu whatsapp que está disponível no perfil., Caso queira conhecer mais sobre meu trabalho ou tirar dúvidas, sinta-se à vontade para entrar em contato e te convido também a conhecer meu instagram @psi.amandacastelobranco. , Então, lhe espero, será um prazer te conhecer! :),","Acompanhamento psicológico de Gravidez, Acompanhamento pessoal, Acompanhamento psicológico de idosos, Ansiedade, Conflitos Amorosos, Conflitos Familiares, Depressão, Desenvolvimento Pessoal, Estresse, Idoso / Terceira Idade, Morte e Luto, Neuropsicologia, Psicologia Clínica, Relacionamentos Afetivos, Saúde Mental, Transtorno de Humor, Transtornos Alimentares (Bulimia, Anorexia, etc), Incertezas quanto ao momento e futuro, Sexualidade e identidade de gênero, Maternidade, Psicologia Perinatal",30,5.0
Angelica Caroline Franz,"Olá, seja bem-vindo(a), me chamo Angelica, sou psicóloga. Atualmente atuo na clínica através do modo on-line, com base na Terapia Cognitivo Comportamental, uma terapia focada no presente, direcionada para a solução de problemas, modificação de pensamentos e comportamentos disfuncionais. Aqui você encontrará um atendimento acolhedor, sem tabus, ou julgamentos para o cuidado de sua saúde mental, com sigilo, ética e todas as técnicas que a abordagem que trabalho nos oferece, ainda assim, como diz Carl Jung “Conheça todas as teorias, domine todas as técnicas, mas ao tocar uma alma humana, seja apenas outra alma humana.” encontrará um atendimento focado na pessoa e na singularidade humana., , Atualmente não atendo a crianças e adolescentes. ,","Ansiedade, Compulsões, Conflitos Familiares, Dependência Química, Depressão, Desenvolvimento Pessoal, Estresse, Fobia Social, Fobias, Medos e Fobias, Obesidade, Orientação psicológica, Psicologia Clínica, Psicologia Social, Saúde Mental, Síndrome do Pânico, TOC (Transtorno Obsessivo Compulsivo), Transtorno Bipolar, Transtorno de Humor, Transtornos Alimentares (Bulimia, Anorexia, etc), Incertezas quanto ao momento e futuro, Dependência em Jogos",174,4.971264367816092
Sarah Renata dos Santos Calistro,"Olá, sou a Psicóloga Sarah Renata, sou formada em Psicologia, e estou aqui para te ajudar da melhor forma possível. Trabalho com Atendimento Online, e minha abordagem é a Terapia Cognitivo Comportamental, a forma de condução da terapia é mais diretiva, e com várias técnicas que tenho certeza que você irá se identificar, sempre com total respeito por todo o conteúdo que me trazer. , , Meu objetivo é proporcionar a VOCÊ condições para a recuperação e manutenção da sua saúde mental e emocional, e te entregar um atendimento humanizado e satisfatório., , Será um prazer trilhar esse caminho junto com você!, Agende sua consulta!, Estou te aguardando.,","Acompanhamento pessoal, Acompanhamento psicológico de idosos, Ansiedade, Compulsões, Conflitos Amorosos, Depressão, Emagrecimento, Estresse, Estresse Pós Traumático, Fobias, Idoso / Terceira Idade, Morte e Luto, Orientação Profissional, Psicologia Clínica, Psicologia Hospitalar, Saúde Mental, Suicídio, TOC (Transtorno Obsessivo Compulsivo), Transtornos Alimentares (Bulimia, Anorexia, etc), Incertezas quanto ao momento e futuro, Psicologia Perinatal",107,4.97196261682243
Rose Marry Silva,"Olá! Me chamo Rose Marry, nascida no Rio de Janeiro e sou Psicologa formada pela Universidade do Grande Rio - UNIGRANRIO. , Possuo experiência em psicologia clínica, especificamente na abordagem humanista existencial, que de acordo com Forguieri (2002) é possibilitar o autoconhecimento e a autocompreensão, visando a resolução de conflitos e somatizações, propiciando a produção de uma consciência de si- mesmo e uma abertura do ser às possibilidades de autorrealização . Trabalhando diretamente com: liberdade, responsabilização, conflitos familiares, relacionamentos e luto. Vamos juntos elevar sua capacidade de escolhas e decisões, e escrever um novo capítulo da sua história? ,","Acompanhamento pessoal, Ansiedade, Casal, Casamento, Conflitos Amorosos, Conflitos Familiares, Depressão, Família, Morte e Luto, Psicologia Clínica, Relacionamentos Afetivos",0,0
Renan Tavares Jatobá,"Sou Psicólogo pós-graduado em Psicologia Clínica com ênfase na abordagem da Gestalt-Terapia. , , Tenho o objetivo de lhe ajudar a explorar seu potencial, promover autoconhecimento e bem estar em sua vida. , , Trabalho com temas como Depressão, Ansiedade, e Estresse no dia a dia. , , Tenho experiência teórica e prática com o Transtorno de Personalidade Borderline, Transtorno Afetivo Bipolar, e Transtorno do Espectro Autista., , Conte comigo para falar sobre o quiser. Será um prazer lhe ajudar! , , Qualquer dúvida, é só me mandar mensagem pelo Whatsapp: 21 9 8828-3543.,","Ansiedade, Compulsões, Conflitos Amorosos, Conflitos Familiares, Depressão, Estresse, Fobia Social, Medos e Fobias, Morte e Luto, Psicologia Clínica, Relacionamentos Afetivos, Saúde Mental, Síndrome do Pânico, Suicídio, TOC (Transtorno Obsessivo Compulsivo), Transtorno Bipolar, Transtorno de Humor, Transtornos do Sono, Quarentena e Isolamento Social, Adaptação ao Home Office, Sexualidade e identidade de gênero",97,4.938144329896907
Thayris Silva Souza Amorim,"Sou formada em Psicologia e Pedagogia, desde então trabalho com psicoterapia  com todas faixas etárias, em diversas áreas. Atualmente sigo estratégias nos atendimentos,para minimizar os sintomas causados por mudanças e vida cotidiana dos meus pacientes. , A  busca pelo auto conhecimento e a cura pela dor interior tem sido a maior demanda, o que me possibilita  mostrar meu trabalho  e respeito ao paciente, juntos,  com diálogos, estratégias e métodos criados por mim, após tantas experiências entramos juntos para o estabelecimento de vínculo e continuamos uma grande caminhada. , , Se sua falta de equilíbrio está no seu convívio de  trabalho, relacionamento, família, é ate mesmo na dificuldade escolar de seu filho, estou aqui! , , Lembrando que psicoterapia é uma entrega de ambos, requer respeito, dedicação e diálogo. , , Atualmente a demanda de atendimento  aos papais, mamães e educadores de Autistas  tem sido intensa, e sempre pensamos juntos... , , O acompanhamento e avaliação psicológica para cirurgia bariátrica acontece antes do procedimento. Afinal, o objetivo é garantir para o paciente e à equipe médica que ele apresenta competências saudáveis para lidar com a preparação e com o pós-operatório. Por isso existem várias questões a serem avaliadas.  , A Avaliação Psicológica para Cirurgia de Laqueadura tem como objetivo avaliar as condições emocionais e a maturidade da mulher e do casal para pôr fim à vida reprodutiva, pois se trata na maioria dos casos de um procedimento irreversível. É realizada em 3 sessões (incluindo entrevista, aplicação de testes, explicação dos resultados e emissão de laudo psicológico)., , A Avaliação Psicológica para Cirurgia de Vasectomia tem como objetivo averiguar se o paciente tem condições psicológicas para realizar o procedimento e também para assumir uma vida nova no que se refere a sua vida reprodutiva, pois se trata de um procedimento em que o homem se tornará estéril, e na grande maioria dos casos pode ser irreversível. , , Avaliação TDH ADULTOS. ( Tem uma taxa mínima, para o material utilizado, pode ser consultada através do meu whats), mais a entrevista e os atendimentos são pelo próprio convênio., , Pacientes que moram foram do Brasil, tenho flexibilidade com horário. (Pelo Whats, combinamos o horário e eu disponibilizo na plataforma. , ,  O caminho oferecido é  conhecimento e orientação, mais o indispensável é o acolhimento e paciência...., , Trabalhar com o atendimento humanizo, me faz ser uma profissional e pessoa, sensível e cada vez comprometida com meus pacientes. ,","Acompanhamento psicológico de Gravidez, Ansiedade, Casamento, Cirurgia Bariátrica, Compulsões, Dependência Química, Depressão, Desenvolvimento Pessoal, Emagrecimento, Idoso / Terceira Idade, Obesidade, Orientação para problemas de aprendizagem, Orientação psicopedagógica, Psicologia Clínica, Psicologia Organizacional, Realização de exames psicológicos, Suicídio, TDAH (Transtorno de Déficit de Atenção e Hiperatividade), TOC (Transtorno Obsessivo Compulsivo), Desenvolvimento de Competências Profissionais, Sexualidade e Identidade de gênero, Puerpério",659,4.82701062215478
